Pais,Code,Ano,Eolica,Solar,Outras Fontes,Hidroeletrica,Continente,Sub-região
Algeria,DZA,1965,0.0,0.0,0.0,0.4,Africa,Northern Africa
Algeria,DZA,1966,0.0,0.0,0.0,0.355,Africa,Northern Africa
Algeria,DZA,1967,0.0,0.0,0.0,0.41,Africa,Northern Africa
Algeria,DZA,1968,0.0,0.0,0.0,0.563,Africa,Northern Africa
Algeria,DZA,1969,0.0,0.0,0.0,0.361,Africa,Northern Africa
Algeria,DZA,1970,0.0,0.0,0.0,0.58,Africa,Northern Africa
Algeria,DZA,1971,0.0,0.0,0.0,0.33,Africa,Northern Africa
Algeria,DZA,1972,0.0,0.0,0.0,0.495,Africa,Northern Africa
Algeria,DZA,1973,0.0,0.0,0.0,0.752,Africa,Northern Africa
Algeria,DZA,1974,0.0,0.0,0.0,0.497,Africa,Northern Africa
Algeria,DZA,1975,0.0,0.0,0.0,0.328,Africa,Northern Africa
Algeria,DZA,1976,0.0,0.0,0.0,0.389,Africa,Northern Africa
Algeria,DZA,1977,0.0,0.0,0.0,0.269,Africa,Northern Africa
Algeria,DZA,1978,0.0,0.0,0.0,0.25,Africa,Northern Africa
Algeria,DZA,1979,0.0,0.0,0.0,0.291,Africa,Northern Africa
Algeria,DZA,1980,0.0,0.0,0.0,0.257,Africa,Northern Africa
Algeria,DZA,1981,0.0,0.0,0.0,0.366,Africa,Northern Africa
Algeria,DZA,1982,0.0,0.0,0.0,0.479,Africa,Northern Africa
Algeria,DZA,1983,0.0,0.0,0.0,0.235,Africa,Northern Africa
Algeria,DZA,1984,0.0,0.0,0.0,0.452,Africa,Northern Africa
Algeria,DZA,1985,0.0,0.0,0.0,0.646,Africa,Northern Africa
Algeria,DZA,1986,0.0,0.0,0.0,0.25,Africa,Northern Africa
Algeria,DZA,1987,0.0,0.0,0.0,0.499,Africa,Northern Africa
Algeria,DZA,1988,0.0,0.0,0.0,0.183,Africa,Northern Africa
Algeria,DZA,1989,0.0,0.0,0.0,0.226,Africa,Northern Africa
Algeria,DZA,1990,0.0,0.0,0.0,0.135,Africa,Northern Africa
Algeria,DZA,1991,0.0,0.0,0.0,0.293,Africa,Northern Africa
Algeria,DZA,1992,0.0,0.0,0.0,0.199,Africa,Northern Africa
Algeria,DZA,1993,0.0,0.0,0.0,0.353,Africa,Northern Africa
Algeria,DZA,1994,0.0,0.0,0.0,0.166,Africa,Northern Africa
Algeria,DZA,1995,0.0,0.0,0.0,0.193,Africa,Northern Africa
Algeria,DZA,1996,0.0,0.0,0.0,0.135,Africa,Northern Africa
Algeria,DZA,1997,0.0,0.0,0.0,0.075,Africa,Northern Africa
Algeria,DZA,1998,0.0,0.0,0.0,0.215,Africa,Northern Africa
Algeria,DZA,1999,0.0,0.0,0.0,0.203,Africa,Northern Africa
Algeria,DZA,2000,0.0,0.0,0.0,0.054,Africa,Northern Africa
Algeria,DZA,2001,0.0,0.0,0.0,0.069,Africa,Northern Africa
Algeria,DZA,2002,0.0,0.0,0.0,0.057,Africa,Northern Africa
Algeria,DZA,2003,0.0,0.0,0.0,0.265,Africa,Northern Africa
Algeria,DZA,2004,0.0,0.0,0.0,0.251,Africa,Northern Africa
Algeria,DZA,2005,0.0,0.0,0.0,0.5553,Africa,Northern Africa
Algeria,DZA,2006,0.0,0.0,0.0,0.2176,Africa,Northern Africa
Algeria,DZA,2007,0.0,0.0,0.0,0.226,Africa,Northern Africa
Algeria,DZA,2008,0.0,0.0,0.0,0.283,Africa,Northern Africa
Algeria,DZA,2009,0.0,0.0,0.0,0.342,Africa,Northern Africa
Algeria,DZA,2010,0.0,0.0091,0.0,0.173,Africa,Northern Africa
Algeria,DZA,2011,0.0,0.01811875,0.0,0.378,Africa,Northern Africa
Algeria,DZA,2012,0.0,0.026723014,0.0,0.389,Africa,Northern Africa
Algeria,DZA,2013,0.0,0.0286,0.0,0.099,Africa,Northern Africa
Algeria,DZA,2014,0.001,0.06,0.0,0.193,Africa,Northern Africa
Algeria,DZA,2015,0.019,0.058,0.0,0.145,Africa,Northern Africa
Algeria,DZA,2016,0.019052055,0.245,0.0,0.072,Africa,Northern Africa
Algeria,DZA,2017,0.019,0.504,0.0,0.056,Africa,Northern Africa
Algeria,DZA,2018,0.01,0.603,0.0,0.117,Africa,Northern Africa
Algeria,DZA,2019,0.01,0.615,0.0,0.152,Africa,Northern Africa
Algeria,DZA,2020,0.008,0.6,0.0,0.05,Africa,Northern Africa
Argentina,ARG,1965,0.0,0.0,0.0,1.225,Americas,Latin America and the Caribbean
Argentina,ARG,1966,0.0,0.0,0.0,1.241,Americas,Latin America and the Caribbean
Argentina,ARG,1967,0.0,0.0,0.0,1.271,Americas,Latin America and the Caribbean
Argentina,ARG,1968,0.0,0.0,0.0,1.498,Americas,Latin America and the Caribbean
Argentina,ARG,1969,0.0,0.0,0.0,1.344,Americas,Latin America and the Caribbean
Argentina,ARG,1970,0.0,0.0,0.047540991,1.555,Americas,Latin America and the Caribbean
Argentina,ARG,1971,0.0,0.0,0.049864614,1.544,Americas,Latin America and the Caribbean
Argentina,ARG,1972,0.0,0.0,0.064353152,1.504,Americas,Latin America and the Caribbean
Argentina,ARG,1973,0.0,0.0,0.049042434,2.994,Americas,Latin America and the Caribbean
Argentina,ARG,1974,0.0,0.0,0.050067671,5.028,Americas,Latin America and the Caribbean
Argentina,ARG,1975,0.0,0.0,0.054922642,5.201,Americas,Latin America and the Caribbean
Argentina,ARG,1976,0.0,0.0,0.050202792,5.013,Americas,Latin America and the Caribbean
Argentina,ARG,1977,0.0,0.0,0.053855108,5.766,Americas,Latin America and the Caribbean
Argentina,ARG,1978,0.0,0.0,0.054136662,7.752,Americas,Latin America and the Caribbean
Argentina,ARG,1979,0.0,0.0,0.084393763,10.66,Americas,Latin America and the Caribbean
Argentina,ARG,1980,0.0,0.0,0.086251568,15.144,Americas,Latin America and the Caribbean
Argentina,ARG,1981,0.0,0.0,0.0747225,14.685,Americas,Latin America and the Caribbean
Argentina,ARG,1982,0.0,0.0,0.095912465,17.593,Americas,Latin America and the Caribbean
Argentina,ARG,1983,0.0,0.0,0.137314784,18.419,Americas,Latin America and the Caribbean
Argentina,ARG,1984,0.0,0.0,0.097392792,19.88,Americas,Latin America and the Caribbean
Argentina,ARG,1985,0.0,0.0,0.103321614,20.646,Americas,Latin America and the Caribbean
Argentina,ARG,1986,0.0,0.0,0.107078921,21.009,Americas,Latin America and the Caribbean
Argentina,ARG,1987,0.0,0.0,0.108156823,21.841,Americas,Latin America and the Caribbean
Argentina,ARG,1988,0.0,0.0,0.121116047,15.033,Americas,Latin America and the Caribbean
Argentina,ARG,1989,0.0,0.0,0.119376908,12.965,Americas,Latin America and the Caribbean
Argentina,ARG,1990,0.0,0.0,0.106763284,17.876,Americas,Latin America and the Caribbean
Argentina,ARG,1991,0.0,0.0,0.099600404,16.221,Americas,Latin America and the Caribbean
Argentina,ARG,1992,0.0,0.0,0.101865495,19.77905051,Americas,Latin America and the Caribbean
Argentina,ARG,1993,0.0,0.0,0.107438403,23.55547475,Americas,Latin America and the Caribbean
Argentina,ARG,1994,0.0,0.0,0.119290038,27.97278788,Americas,Latin America and the Caribbean
Argentina,ARG,1995,0.0,0.0,0.115592457,28.45812121,Americas,Latin America and the Caribbean
Argentina,ARG,1996,0.009618,0.0,0.351397492,25.94518182,Americas,Latin America and the Caribbean
Argentina,ARG,1997,0.014592,0.0,0.44563205,33.0299596,Americas,Latin America and the Caribbean
Argentina,ARG,1998,0.032541,1.7e-05,0.463881203,32.42178788,Americas,Latin America and the Caribbean
Argentina,ARG,1999,0.034781,2.6e-05,0.650455143,26.53007071,Americas,Latin America and the Caribbean
Argentina,ARG,2000,0.034758,3.6e-05,0.67501431,34.0340101,Americas,Latin America and the Caribbean
Argentina,ARG,2001,0.049361,4.3e-05,0.60932585,41.90326263,Americas,Latin America and the Caribbean
Argentina,ARG,2002,0.073405,4.7e-05,0.850248638,41.46705051,Americas,Latin America and the Caribbean
Argentina,ARG,2003,0.077954,6.5e-05,1.014079858,39.08008081,Americas,Latin America and the Caribbean
Argentina,ARG,2004,0.072446,7e-05,0.90029509,35.40287879,Americas,Latin America and the Caribbean
Argentina,ARG,2005,0.071719665,8.1e-05,1.074072901,39.35009091,Americas,Latin America and the Caribbean
Argentina,ARG,2006,0.06964,9e-05,1.567410315,43.624,Americas,Latin America and the Caribbean
Argentina,ARG,2007,0.061593,0.0001089,1.575708696,37.741,Americas,Latin America and the Caribbean
Argentina,ARG,2008,0.041951078,0.0001437,1.693536384,37.199,Americas,Latin America and the Caribbean
Argentina,ARG,2009,0.036831529,7.6084e-05,1.728756162,40.783,Americas,Latin America and the Caribbean
Argentina,ARG,2010,0.025351606,8.589e-05,2.01325481,40.543,Americas,Latin America and the Caribbean
Argentina,ARG,2011,0.02659055,0.001614,2.190205828,39.641,Americas,Latin America and the Caribbean
Argentina,ARG,2012,0.369861999,0.008172967,2.45382161,36.876,Americas,Latin America and the Caribbean
Argentina,ARG,2013,0.453354876,0.015074079,2.45735005,40.7,Americas,Latin America and the Caribbean
Argentina,ARG,2014,0.619491,0.015944,2.302025252,40.864,Americas,Latin America and the Caribbean
Argentina,ARG,2015,0.593334963,0.014683,2.378258598,41.7709,Americas,Latin America and the Caribbean
Argentina,ARG,2016,0.547359,0.014273,1.963408643,38.25439327,Americas,Latin America and the Caribbean
Argentina,ARG,2017,0.611567,0.016417,2.383654508,41.54297858,Americas,Latin America and the Caribbean
Argentina,ARG,2018,1.412743,0.10813,0.473010421,41.64786518,Americas,Latin America and the Caribbean
Argentina,ARG,2019,4.995966424,0.799697913,0.622944562,37.06678706,Americas,Latin America and the Caribbean
Argentina,ARG,2020,9.470297617,1.344340935,0.413941191,30.54359219,Americas,Latin America and the Caribbean
Australia,AUS,1965,0.0,0.0,0.296,7.689756,Oceania,Australia and New Zealand
Australia,AUS,1966,0.0,0.0,0.284,7.3450428,Oceania,Australia and New Zealand
Australia,AUS,1967,0.0,0.0,0.29,7.6057874,Oceania,Australia and New Zealand
Australia,AUS,1968,0.0,0.0,0.282,7.9505006,Oceania,Australia and New Zealand
Australia,AUS,1969,0.0,0.0,0.281,8.684121,Oceania,Australia and New Zealand
Australia,AUS,1970,0.0,0.0,0.261,10.170687,Oceania,Australia and New Zealand
Australia,AUS,1971,0.0,0.0,0.263,11.5074428,Oceania,Australia and New Zealand
Australia,AUS,1972,0.0,0.0,0.28,11.5533144,Oceania,Australia and New Zealand
Australia,AUS,1973,0.0,0.0,0.338,12.2858392,Oceania,Australia and New Zealand
Australia,AUS,1974,0.0,0.0,0.429,13.8739202,Oceania,Australia and New Zealand
Australia,AUS,1975,0.0,0.0,0.489,14.8878016,Oceania,Australia and New Zealand
Australia,AUS,1976,0.0,0.0,0.484,14.1538588,Oceania,Australia and New Zealand
Australia,AUS,1977,0.0,0.0,0.429,13.5439502,Oceania,Australia and New Zealand
Australia,AUS,1978,0.0,0.0,0.405,14.6753494,Oceania,Australia and New Zealand
Australia,AUS,1979,0.0,0.0,0.418,14.2460556,Oceania,Australia and New Zealand
Australia,AUS,1980,0.0,0.0,0.385,13.4665978,Oceania,Australia and New Zealand
Australia,AUS,1981,0.0,0.0,0.404,13.8663438,Oceania,Australia and New Zealand
Australia,AUS,1982,0.0,0.0,0.516,12.770334,Oceania,Australia and New Zealand
Australia,AUS,1983,0.0,0.0,0.431,12.123648,Oceania,Australia and New Zealand
Australia,AUS,1984,0.0,0.0,0.441,13.1259488,Oceania,Australia and New Zealand
Australia,AUS,1985,0.0,0.0,0.456,13.9405106,Oceania,Australia and New Zealand
Australia,AUS,1986,0.0,0.0,0.46,14.0257988,Oceania,Australia and New Zealand
Australia,AUS,1987,0.0,0.0,0.47,13.613796,Oceania,Australia and New Zealand
Australia,AUS,1988,0.0,0.0,0.731,14.3344436,Oceania,Australia and New Zealand
Australia,AUS,1989,0.0,0.0,0.81,14.253669,Oceania,Australia and New Zealand
Australia,AUS,1990,0.0,0.0,0.7595,14.7595,Oceania,Australia and New Zealand
Australia,AUS,1991,0.0,0.00545,0.7195,15.6535,Oceania,Australia and New Zealand
Australia,AUS,1992,0.0,0.0121,0.67,15.9415,Oceania,Australia and New Zealand
Australia,AUS,1993,0.002,0.0146,0.67,16.387,Oceania,Australia and New Zealand
Australia,AUS,1994,0.0055,0.0174,0.6965,16.15,Oceania,Australia and New Zealand
Australia,AUS,1995,0.007,0.02115,0.8255,15.631,Oceania,Australia and New Zealand
Australia,AUS,1996,0.007,0.0256,0.9465,15.9685,Oceania,Australia and New Zealand
Australia,AUS,1997,0.0075,0.03065,0.997,15.9525,Oceania,Australia and New Zealand
Australia,AUS,1998,0.018,0.0356,1.081,15.798,Oceania,Australia and New Zealand
Australia,AUS,1999,0.043,0.0406,1.1335,16.2815,Oceania,Australia and New Zealand
Australia,AUS,2000,0.134,0.04675,0.8895,16.4665,Oceania,Australia and New Zealand
Australia,AUS,2001,0.287,0.05415,0.7975,16.1235,Oceania,Australia and New Zealand
Australia,AUS,2002,0.53355,0.0583,1.2668,16.095,Oceania,Australia and New Zealand
Australia,AUS,2003,0.70405,0.0632,1.6918,16.21055,Oceania,Australia and New Zealand
Australia,AUS,2004,0.795,0.07295,2.81525,15.68665,Oceania,Australia and New Zealand
Australia,AUS,2005,1.29905,0.08405,3.871,15.4657,Oceania,Australia and New Zealand
Australia,AUS,2006,2.1621,0.0975,3.9325,14.9451,Oceania,Australia and New Zealand
Australia,AUS,2007,2.8521,0.11375,4.275,13.04895,Oceania,Australia and New Zealand
Australia,AUS,2008,3.45845,0.1392,3.6961,11.81515,Oceania,Australia and New Zealand
Australia,AUS,2009,4.43775,0.29024203,2.7868,12.64205,Oceania,Australia and New Zealand
Australia,AUS,2010,4.985,0.97764828,2.44155,13.746,Oceania,Australia and New Zealand
Australia,AUS,2011,6.432,2.04454657,2.57395,19.572,Oceania,Australia and New Zealand
Australia,AUS,2012,7.725,2.412,3.09785,17.036,Oceania,Australia and New Zealand
Australia,AUS,2013,9.259,3.8474,3.33165,19.089,Oceania,Australia and New Zealand
Australia,AUS,2014,9.777,4.952,3.546362,14.484,Oceania,Australia and New Zealand
Australia,AUS,2015,11.83300209,6.195524404,3.678061995,14.08659847,Oceania,Australia and New Zealand
Australia,AUS,2016,13.03970488,7.439775697,3.627512928,17.6294521,Oceania,Australia and New Zealand
Australia,AUS,2017,13.21079043,8.91755657,3.561683859,13.49974762,Oceania,Australia and New Zealand
Australia,AUS,2018,16.26195432,12.33254445,3.58814896,17.33836109,Oceania,Australia and New Zealand
Australia,AUS,2019,19.47168808,18.2969867,3.467726188,14.1138688,Oceania,Australia and New Zealand
Australia,AUS,2020,22.6068918,23.84266127,3.410424136,14.5346444,Oceania,Australia and New Zealand
Austria,AUT,1965,0.0,0.0,0.0,16.083,Europe,Western Europe
Austria,AUT,1966,0.0,0.0,0.0,17.331,Europe,Western Europe
Austria,AUT,1967,0.0,0.0,0.0,17.698,Europe,Western Europe
Austria,AUT,1968,0.0,0.0,0.0,18.185,Europe,Western Europe
Austria,AUT,1969,0.0,0.0,0.0,16.718,Europe,Western Europe
Austria,AUT,1970,0.0,0.0,0.0,21.2897,Europe,Western Europe
Austria,AUT,1971,0.0,0.0,0.0,16.8201,Europe,Western Europe
Austria,AUT,1972,0.0,0.0,0.0,17.2876,Europe,Western Europe
Austria,AUT,1973,0.0,0.0,0.0,19.2092,Europe,Western Europe
Austria,AUT,1974,0.0,0.0,0.0,22.7122,Europe,Western Europe
Austria,AUT,1975,0.0,0.0,0.0,23.7952,Europe,Western Europe
Austria,AUT,1976,0.0,0.0,0.0,20.5656,Europe,Western Europe
Austria,AUT,1977,0.0,0.0,0.0,24.9208,Europe,Western Europe
Austria,AUT,1978,0.0,0.0,0.0,24.9408,Europe,Western Europe
Austria,AUT,1979,0.0,0.0,0.0,28.0968,Europe,Western Europe
Austria,AUT,1980,0.0,0.0,0.0,29.1099,Europe,Western Europe
Austria,AUT,1981,0.0,0.0,0.0,30.8473,Europe,Western Europe
Austria,AUT,1982,0.0,0.0,0.0,30.8963,Europe,Western Europe
Austria,AUT,1983,0.0,0.0,0.0,30.6063,Europe,Western Europe
Austria,AUT,1984,0.0,0.0,0.0,26.849564,Europe,Western Europe
Austria,AUT,1985,0.0,0.0,0.0,30.775146,Europe,Western Europe
Austria,AUT,1986,0.0,0.0,1.287501,30.903927,Europe,Western Europe
Austria,AUT,1987,0.0,0.0,0.905816,35.387991,Europe,Western Europe
Austria,AUT,1988,0.0,0.0,1.04696,35.304088,Europe,Western Europe
Austria,AUT,1989,0.0,0.0,1.10445,35.08243,Europe,Western Europe
Austria,AUT,1990,0.0,0.0,1.142485,31.509,Europe,Western Europe
Austria,AUT,1991,0.0,0.0,1.225832,31.4434,Europe,Western Europe
Austria,AUT,1992,0.0,0.0,1.329164,34.8484,Europe,Western Europe
Austria,AUT,1993,0.0,0.001,1.361111,36.705556,Europe,Western Europe
Austria,AUT,1994,0.0,0.001,1.210555,35.7075,Europe,Western Europe
Austria,AUT,1995,0.001,0.001,1.857221,37.067222,Europe,Western Europe
Austria,AUT,1996,0.005,0.001,1.589444,34.216111,Europe,Western Europe
Austria,AUT,1997,0.02,0.002,1.711389,36.105278,Europe,Western Europe
Austria,AUT,1998,0.045,0.002,1.842777,37.163333,Europe,Western Europe
Austria,AUT,1999,0.051,0.002,1.596911819,40.6991208,Europe,Western Europe
Austria,AUT,2000,0.067,0.003,1.52827932,41.83565055,Europe,Western Europe
Austria,AUT,2001,0.172,0.005,1.667812,40.45548165,Europe,Western Europe
Austria,AUT,2002,0.203,0.009,1.520444,40.22700281,Europe,Western Europe
Austria,AUT,2003,0.366,0.015,1.711921,33.21499204,Europe,Western Europe
Austria,AUT,2004,0.924,0.018,2.05973,36.762283,Europe,Western Europe
Austria,AUT,2005,1.331276757,0.021018375,2.437154339,37.09513834,Europe,Western Europe
Austria,AUT,2006,1.752792984,0.022386875,3.237502556,35.65608477,Europe,Western Europe
Austria,AUT,2007,2.037184927,0.024238375,4.061606911,37.05445286,Europe,Western Europe
Austria,AUT,2008,2.011257409,0.03011991,4.302304141,38.32949104,Europe,Western Europe
Austria,AUT,2009,1.954040168,0.04891428,4.277982167,40.89630336,Europe,Western Europe
Austria,AUT,2010,2.063913736,0.08881314,4.463430081,38.36341829,Europe,Western Europe
Austria,AUT,2011,1.93623636,0.17406996,4.516752009,34.23908351,Europe,Western Europe
Austria,AUT,2012,2.462029019,0.33748305,4.608036501,43.80410469,Europe,Western Europe
Austria,AUT,2013,3.153231562,0.625974,4.584281709,42.0465273,Europe,Western Europe
Austria,AUT,2014,3.845768035,0.785246,4.336296196,41.01025937,Europe,Western Europe
Austria,AUT,2015,4.840343102,0.937098,4.503546527,37.05552838,Europe,Western Europe
Austria,AUT,2016,5.234838273,1.096016,4.691227039,39.84471615,Europe,Western Europe
Austria,AUT,2017,6.571511136,1.268971,4.920933436,38.293433,Europe,Western Europe
Austria,AUT,2018,6.030429449,1.455132,4.930195781,37.637911,Europe,Western Europe
Austria,AUT,2019,7.477363299,1.702093,4.745310238,40.455346,Europe,Western Europe
Austria,AUT,2020,6.794140175,1.590574729,5.253975479,40.95375978,Europe,Western Europe
Azerbaijan,AZE,1985,0.0,0.0,0.0,1.3125618,Asia,Western Asia
Azerbaijan,AZE,1986,0.0,0.0,0.0,0.8043308,Asia,Western Asia
Azerbaijan,AZE,1987,0.0,0.0,0.0,0.8043308,Asia,Western Asia
Azerbaijan,AZE,1988,0.0,0.0,0.0,0.6982652,Asia,Western Asia
Azerbaijan,AZE,1989,0.0,0.0,0.0,0.6982652,Asia,Western Asia
Azerbaijan,AZE,1990,0.0,0.0,0.0,1.658,Asia,Western Asia
Azerbaijan,AZE,1991,0.0,0.0,0.0,1.7593,Asia,Western Asia
Azerbaijan,AZE,1992,0.0,0.0,0.0,1.7473,Asia,Western Asia
Azerbaijan,AZE,1993,0.0,0.0,0.0,2.426,Asia,Western Asia
Azerbaijan,AZE,1994,0.0,0.0,0.0,1.83,Asia,Western Asia
Azerbaijan,AZE,1995,0.0,0.0,0.0,1.556,Asia,Western Asia
Azerbaijan,AZE,1996,0.0,0.0,0.0,1.537,Asia,Western Asia
Azerbaijan,AZE,1997,0.0,0.0,0.0,1.712,Asia,Western Asia
Azerbaijan,AZE,1998,0.0,0.0,0.0,1.951,Asia,Western Asia
Azerbaijan,AZE,1999,0.0,0.0,0.0,1.506,Asia,Western Asia
Azerbaijan,AZE,2000,0.0,0.0,0.0,1.534,Asia,Western Asia
Azerbaijan,AZE,2001,0.0,0.0,0.0,1.301,Asia,Western Asia
Azerbaijan,AZE,2002,0.0,0.0,0.0,2.02,Asia,Western Asia
Azerbaijan,AZE,2003,0.0,0.0,0.0,2.47,Asia,Western Asia
Azerbaijan,AZE,2004,0.0,0.0,0.0,2.755,Asia,Western Asia
Azerbaijan,AZE,2005,0.0,0.0,0.0,3.0094,Asia,Western Asia
Azerbaijan,AZE,2006,0.0,0.0,0.0,2.518,Asia,Western Asia
Azerbaijan,AZE,2007,0.0,0.0,0.0,2.364,Asia,Western Asia
Azerbaijan,AZE,2008,0.0,0.0,0.0,2.232,Asia,Western Asia
Azerbaijan,AZE,2009,0.0021,0.0,0.0,2.3084,Asia,Western Asia
Azerbaijan,AZE,2010,0.0005,0.0,0.0,3.4463,Asia,Western Asia
Azerbaijan,AZE,2011,0.0,0.0,0.0,2.6758,Asia,Western Asia
Azerbaijan,AZE,2012,0.0,0.0,0.0,1.821,Asia,Western Asia
Azerbaijan,AZE,2013,0.0008,0.0008,0.067,1.4891,Asia,Western Asia
Azerbaijan,AZE,2014,0.0023,0.0029,0.087,1.2997,Asia,Western Asia
Azerbaijan,AZE,2015,0.0046,0.0046,0.0909,1.6375,Asia,Western Asia
Azerbaijan,AZE,2016,0.0228,0.0353,0.08725,1.9593,Asia,Western Asia
Azerbaijan,AZE,2017,0.0221,0.0372,0.08515,1.7464,Asia,Western Asia
Azerbaijan,AZE,2018,0.0827,0.03926,0.0811,1.768,Asia,Western Asia
Azerbaijan,AZE,2019,0.1054,0.0442,0.09795,1.5648,Asia,Western Asia
Azerbaijan,AZE,2020,0.0951,0.0472,0.098218356,1.068,Asia,Western Asia
Bangladesh,BGD,1971,0.0,0.0,0.0,0.0,Asia,Southern Asia
Bangladesh,BGD,1972,0.0,0.0,0.0,0.175,Asia,Southern Asia
Bangladesh,BGD,1973,0.0,0.0,0.0,0.331,Asia,Southern Asia
Bangladesh,BGD,1974,0.0,0.0,0.0,0.243,Asia,Southern Asia
Bangladesh,BGD,1975,0.0,0.0,0.0,0.436,Asia,Southern Asia
Bangladesh,BGD,1976,0.0,0.0,0.0,0.494,Asia,Southern Asia
Bangladesh,BGD,1977,0.0,0.0,0.0,0.437,Asia,Southern Asia
Bangladesh,BGD,1978,0.0,0.0,0.0,0.506,Asia,Southern Asia
Bangladesh,BGD,1979,0.0,0.0,0.0,0.587,Asia,Southern Asia
Bangladesh,BGD,1980,0.0,0.0,0.0,0.583,Asia,Southern Asia
Bangladesh,BGD,1981,0.0,0.0,0.0,0.625,Asia,Southern Asia
Bangladesh,BGD,1982,0.0,0.0,0.0,0.523,Asia,Southern Asia
Bangladesh,BGD,1983,0.0,0.0,0.0,0.662,Asia,Southern Asia
Bangladesh,BGD,1984,0.0,0.0,0.0,0.897,Asia,Southern Asia
Bangladesh,BGD,1985,0.0,0.0,0.0,0.739,Asia,Southern Asia
Bangladesh,BGD,1986,0.0,0.0,0.0,0.45,Asia,Southern Asia
Bangladesh,BGD,1987,0.0,0.0,0.0,0.517,Asia,Southern Asia
Bangladesh,BGD,1988,0.0,0.0,0.0,0.675,Asia,Southern Asia
Bangladesh,BGD,1989,0.0,0.0,0.0,0.92,Asia,Southern Asia
Bangladesh,BGD,1990,0.0,0.0,0.0,0.884,Asia,Southern Asia
Bangladesh,BGD,1991,0.0,0.0,0.0,0.838,Asia,Southern Asia
Bangladesh,BGD,1992,0.0,0.0,0.0,0.796,Asia,Southern Asia
Bangladesh,BGD,1993,0.0,0.0,0.0,0.608,Asia,Southern Asia
Bangladesh,BGD,1994,0.0,0.0,0.0,0.847,Asia,Southern Asia
Bangladesh,BGD,1995,0.0,0.0,0.0,0.372,Asia,Southern Asia
Bangladesh,BGD,1996,0.0,0.0,0.0,0.739,Asia,Southern Asia
Bangladesh,BGD,1997,0.0,0.0,0.0,0.719,Asia,Southern Asia
Bangladesh,BGD,1998,0.0,0.0,0.0,0.865,Asia,Southern Asia
Bangladesh,BGD,1999,0.0,0.0,0.0,0.833,Asia,Southern Asia
Bangladesh,BGD,2000,0.0,0.0,0.0,0.749,Asia,Southern Asia
Bangladesh,BGD,2001,0.0,0.0,0.0,0.993,Asia,Southern Asia
Bangladesh,BGD,2002,0.0,0.0001,0.0,0.749,Asia,Southern Asia
Bangladesh,BGD,2003,0.0,0.0009,0.0,0.749,Asia,Southern Asia
Bangladesh,BGD,2004,0.0,0.0019,0.0,0.749,Asia,Southern Asia
Bangladesh,BGD,2005,0.0,0.0034,0.0,0.749,Asia,Southern Asia
Bangladesh,BGD,2006,0.0016,0.0054,0.0,0.749,Asia,Southern Asia
Bangladesh,BGD,2007,0.0016,0.009,0.0,0.749,Asia,Southern Asia
Bangladesh,BGD,2008,0.0029,0.0152,0.0,0.95,Asia,Southern Asia
Bangladesh,BGD,2009,0.0051,0.0251,0.001,0.417,Asia,Southern Asia
Bangladesh,BGD,2010,0.0051,0.0443,0.002,0.729,Asia,Southern Asia
Bangladesh,BGD,2011,0.0051,0.0584,0.003,0.872,Asia,Southern Asia
Bangladesh,BGD,2012,0.0051,0.0909,0.004,0.777,Asia,Southern Asia
Bangladesh,BGD,2013,0.005081,0.129563,0.004993,0.728378728,Asia,Southern Asia
Bangladesh,BGD,2014,0.005081,0.166947,0.006015,0.566453438,Asia,Southern Asia
Bangladesh,BGD,2015,0.005081,0.198389,0.002682,0.898146455,Asia,Southern Asia
Bangladesh,BGD,2016,0.005081,0.219999,0.002877,0.884632595,Asia,Southern Asia
Bangladesh,BGD,2017,0.005081,0.253361,0.002877,1.029528088,Asia,Southern Asia
Bangladesh,BGD,2018,0.005081,0.275068,0.002877,0.865411112,Asia,Southern Asia
Bangladesh,BGD,2019,0.005081,0.349231785,0.002877,0.823091189,Asia,Southern Asia
Bangladesh,BGD,2020,0.005081,0.412784892,0.003035367,0.700670737,Asia,Southern Asia
Belarus,BLR,1985,0.0,0.0,0.0,0.02,Europe,Eastern Europe
Belarus,BLR,1986,0.0,0.0,0.0,0.02,Europe,Eastern Europe
Belarus,BLR,1987,0.0,0.0,0.0,0.02,Europe,Eastern Europe
Belarus,BLR,1988,0.0,0.0,0.0,0.02,Europe,Eastern Europe
Belarus,BLR,1989,0.0,0.0,0.0,0.02,Europe,Eastern Europe
Belarus,BLR,1990,0.0,0.0,0.0,0.02,Europe,Eastern Europe
Belarus,BLR,1991,0.0,0.0,0.0,0.018,Europe,Eastern Europe
Belarus,BLR,1992,0.0,0.0,0.0,0.017,Europe,Eastern Europe
Belarus,BLR,1993,0.0,0.0,0.0,0.019,Europe,Eastern Europe
Belarus,BLR,1994,0.0,0.0,0.0,0.019,Europe,Eastern Europe
Belarus,BLR,1995,0.0,0.0,0.0,0.02,Europe,Eastern Europe
Belarus,BLR,1996,0.0,0.0,0.0,0.016,Europe,Eastern Europe
Belarus,BLR,1997,0.0,0.0,0.0,0.021,Europe,Eastern Europe
Belarus,BLR,1998,0.0,0.0,0.0,0.028,Europe,Eastern Europe
Belarus,BLR,1999,0.0,0.0,0.0,0.019,Europe,Eastern Europe
Belarus,BLR,2000,0.0,0.0,0.0,0.027,Europe,Eastern Europe
